vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode,duration,avg_speed,event_id
1.0,2021-01-06 20:55:00,2021-01-06 21:08:00,5010.078125,5015.25,68.2,67.0,trip,0,13.0,23.870192307692307,195
1.0,2021-01-06 21:17:00,2021-01-06 21:28:00,5015.25,5024.5625,66.6,64.7,trip,0,11.0,50.79545454545455,196
1.0,2021-01-06 21:46:00,2021-01-06 21:50:00,5024.5625,5025.71875,63.9,63.9,trip,0,4.0,17.34375,197
1.0,2021-01-07 10:24:00,2021-01-07 10:52:00,5025.71875,5047.5,63.5,57.6,trip,0,28.0,46.67410714285714,198
1.0,2021-01-07 13:34:00,2021-01-07 14:10:00,5047.5,5070.328125,56.4,52.5,trip,0,36.0,38.046875,199
1.0,2021-01-07 19:12:00,2021-01-07 19:53:00,5070.328125,5086.34375,51.7,49.4,trip,0,41.0,23.4375,200
1.0,2021-01-07 20:54:00,2021-01-07 21:01:00,5086.34375,5088.5,49.0,48.6,trip,0,7.0,18.482142857142858,201
1.0,2021-01-07 21:49:00,2021-01-08 08:04:00,5088.5,5105.359375,78.4,74.1,trip,0,615.0,1.6448170731707317,202
1.0,2021-01-08 08:04:00,2021-01-08 08:57:00,5105.359375,5189.65625,74.1,44.3,trip,0,53.0,95.43042452830188,203
1.0,2021-01-08 10:56:00,2021-01-08 11:13:00,5189.65625,5201.6875,43.5,40.0,trip,0,17.0,42.463235294117645,204
1.0,2021-01-08 11:13:00,2021-01-08 13:23:00,5201.6875,5201.765625,40.0,40.3,trip,0,130.0,0.03605769230769231,205
1.0,2021-01-08 13:23:00,2021-01-08 13:30:00,5201.765625,5204.515625,40.3,40.0,trip,0,7.0,23.57142857142857,206
1.0,2021-01-08 13:31:00,2021-01-08 22:44:00,5204.515625,5204.515625,40.0,100.0,charge,240,553.0,0.0,207
1.0,2021-01-08 22:44:00,2021-01-08 22:53:00,5204.515625,5207.25,100.0,100.0,trip,0,9.0,18.229166666666668,208
1.0,2021-01-09 10:00:00,2021-01-09 10:49:00,5207.25,5286.109375,100.0,78.4,trip,0,49.0,96.5625,209
1.0,2021-01-09 13:45:00,2021-01-09 13:48:00,5286.109375,5287.15625,77.6,77.6,trip,0,3.0,20.9375,210
1.0,2021-01-09 13:48:00,2021-01-09 16:08:00,5287.15625,5366.84375,77.6,56.8,trip,0,140.0,34.151785714285715,211
1.0,2021-01-09 16:08:00,2021-01-09 16:09:00,5366.84375,5366.875,56.8,56.8,trip,0,1.0,1.875,212
1.0,2021-01-09 16:16:00,2021-01-10 15:15:00,5445.390625,5445.390625,56.4,78.0,charge,120,1379.0,0.0,213
1.0,2021-01-10 15:15:00,2021-01-10 15:22:00,5445.390625,5446.46875,78.0,78.0,trip,0,7.0,9.241071428571429,214
1.0,2021-01-10 19:35:00,2021-01-10 19:53:00,5446.46875,5454.53125,76.4,74.1,trip,0,18.0,26.875,215
1.0,2021-01-10 19:53:00,2021-01-10 20:55:00,5454.53125,5540.78125,74.1,48.6,trip,0,62.0,83.46774193548386,216
1.0,2021-01-11 00:08:00,2021-01-11 14:12:00,5540.78125,5540.78125,49.4,74.5,charge,120,844.0,0.0,217
1.0,2021-01-11 14:12:00,2021-01-11 14:18:00,5540.78125,5540.8125,74.5,74.1,trip,0,6.0,0.3125,218
1.0,2021-01-11 14:18:00,2021-01-11 15:15:00,5540.8125,5631.203125,74.1,54.9,trip,0,57.0,95.14802631578948,219
1.0,2021-01-11 15:23:00,2021-01-11 15:28:00,5631.203125,5633.40625,54.1,54.1,trip,0,5.0,26.4375,220
1.0,2021-01-11 15:47:00,2021-01-11 15:52:00,5633.40625,5635.734375,53.7,53.7,trip,0,5.0,27.9375,221
1.0,2021-01-11 17:02:00,2021-01-11 18:22:00,5635.734375,5730.109375,53.3,27.0,trip,0,80.0,70.78125,222
1.0,2021-01-11 18:31:00,2021-01-11 18:45:00,5730.125,5735.203125,27.0,26.2,trip,0,14.0,21.763392857142858,223
1.0,2021-01-11 18:45:00,2021-01-12 10:32:00,5735.203125,5735.203125,26.2,100.0,charge,240,947.0,0.0,224
1.0,2021-01-12 10:32:00,2021-01-12 10:40:00,5735.203125,5739.125,100.0,99.2,trip,0,8.0,29.4140625,225
1.0,2021-01-12 10:40:00,2021-01-12 11:39:00,5739.125,5824.203125,99.2,78.0,trip,0,59.0,86.52012711864407,226
1.0,2021-01-12 11:39:00,2021-01-13 13:07:00,5824.203125,5909.734375,78.0,53.7,trip,0,1528.0,3.358556937172775,227
1.0,2021-01-13 13:07:00,2021-01-13 13:09:00,5909.734375,5909.765625,53.7,53.7,trip,0,2.0,0.9375,228
1.0,2021-01-13 13:10:00,2021-01-13 18:19:00,5909.765625,5909.765625,53.7,62.3,charge,120,309.0,0.0,229
1.0,2021-01-13 18:19:00,2021-01-13 19:15:00,5909.765625,5996.625,62.3,41.5,trip,0,56.0,93.06361607142857,230
1.0,2021-01-13 19:19:00,2021-01-13 19:21:00,5996.625,5996.96875,41.5,41.5,trip,0,2.0,10.3125,231
1.0,2021-01-13 19:22:00,2021-01-13 19:30:00,5996.96875,5996.96875,41.5,50.1,charge,0,8.0,0.0,232
1.0,2021-01-13 19:30:00,2021-01-13 20:46:00,5996.96875,5998.875,50.1,50.9,trip,0,76.0,1.504934210526316,233
1.0,2021-01-13 20:46:00,2021-01-13 21:57:00,5998.875,6084.390625,50.9,25.8,trip,0,71.0,72.26672535211267,234
1.0,2021-01-13 22:02:00,2021-01-14 00:07:00,6084.390625,6084.390625,25.8,29.4,charge,120,125.0,0.0,235
1.0,2021-01-14 00:07:00,2021-01-14 00:12:00,6084.390625,6087.234375,29.4,28.2,trip,0,5.0,34.125,236
1.0,2021-01-14 00:13:00,2021-01-14 09:50:00,6087.234375,6087.234375,28.2,100.0,charge,240,577.0,0.0,237
1.0,2021-01-14 09:50:00,2021-01-14 10:47:00,6087.234375,6163.546875,100.0,85.8,trip,0,57.0,80.32894736842105,238
1.0,2021-01-14 10:47:00,2021-01-14 10:52:00,6163.546875,6163.59375,85.8,85.4,trip,0,5.0,0.5625,239
1.0,2021-01-14 10:52:00,2021-01-14 10:54:00,6163.59375,6164.609375,85.4,85.4,trip,0,2.0,30.46875,240
1.0,2021-01-14 13:36:00,2021-01-14 13:37:00,6164.609375,6164.625,84.3,84.3,trip,0,1.0,0.9375,241
1.0,2021-01-14 13:38:00,2021-01-14 13:45:00,6164.625,6165.65625,84.3,84.3,trip,0,7.0,8.839285714285714,242
1.0,2021-01-14 13:59:00,2021-01-14 14:08:00,6165.65625,6168.609375,84.3,83.5,trip,0,9.0,19.6875,243
1.0,2021-01-14 18:00:00,2021-01-14 18:09:00,6168.609375,6170.328125,83.1,82.7,trip,0,9.0,11.458333333333334,244
1.0,2021-01-14 18:18:00,2021-01-14 18:19:00,6170.328125,6170.34375,82.3,82.3,trip,0,1.0,0.9375,245
1.0,2021-01-14 18:21:00,2021-01-14 18:24:00,6170.34375,6170.34375,82.3,82.3,trip,0,3.0,0.0,246
1.0,2021-01-14 18:25:00,2021-01-14 18:27:00,6170.34375,6170.640625,82.3,82.3,trip,0,2.0,8.90625,247
1.0,2021-01-14 18:30:00,2021-01-14 19:10:00,6170.640625,6180.640625,82.3,80.3,trip,0,40.0,15.0,248
1.0,2021-01-14 19:10:00,2021-01-14 19:14:00,6180.640625,6181.84375,80.3,80.0,trip,0,4.0,18.046875,249
1.0,2021-01-14 19:14:00,2021-01-14 19:52:00,6181.84375,6181.84375,80.0,81.5,charge,240,38.0,0.0,250
1.0,2021-01-14 19:52:00,2021-01-14 19:58:00,6181.84375,6181.84375,81.5,81.5,trip,0,6.0,0.0,251
1.0,2021-01-14 22:01:00,2021-01-14 22:58:00,6181.84375,6267.171875,81.5,56.4,trip,0,57.0,89.81907894736842,252
1.0,2021-01-14 22:58:00,2021-01-15 09:53:00,6267.171875,6267.25,56.4,56.4,trip,0,655.0,0.007156488549618321,253
1.0,2021-01-15 09:53:00,2021-01-15 10:56:00,6267.25,6351.96875,56.4,38.8,trip,0,63.0,80.68452380952381,254
1.0,2021-01-15 13:32:00,2021-01-15 14:05:00,6351.96875,6380.484375,38.4,30.5,trip,0,33.0,51.84659090909091,255
1.0,2021-01-15 14:05:00,2021-01-15 14:34:00,6380.484375,6380.484375,30.5,65.4,charge,DCCharging,29.0,0.0,256
1.0,2021-01-15 14:34:00,2021-01-15 15:15:00,6380.484375,6445.078125,65.4,45.8,trip,0,41.0,94.52743902439025,257
1.0,2021-01-15 15:40:00,2021-01-15 15:41:00,6445.078125,6445.078125,45.8,45.8,trip,0,1.0,0.0,258
1.0,2021-01-15 15:41:00,2021-01-15 19:45:00,6445.078125,6445.078125,45.8,52.5,charge,0,244.0,0.0,259
1.0,2021-01-15 19:45:00,2021-01-15 20:03:00,6445.078125,6454.171875,52.5,51.3,trip,0,18.0,30.3125,260
1.0,2021-01-15 20:03:00,2021-01-15 20:04:00,6454.171875,6454.234375,51.3,51.3,trip,0,1.0,3.75,261
1.0,2021-01-15 21:09:00,2021-01-15 21:25:00,6454.234375,6462.421875,51.3,49.0,trip,0,16.0,30.703125,262
1.0,2021-01-15 22:00:00,2021-01-15 22:02:00,6462.421875,6462.625,49.0,49.0,trip,0,2.0,6.09375,263
1.0,2021-01-15 22:03:00,2021-01-15 22:29:00,6462.625,6477.234375,49.0,46.2,trip,0,26.0,33.71394230769231,264
1.0,2021-01-15 22:42:00,2021-01-15 23:00:00,6477.234375,6488.34375,45.4,43.5,trip,0,18.0,37.03125,265
1.0,2021-01-15 23:00:00,2021-01-16 09:39:00,6488.34375,6563.365008,43.5,41.5,trip,0,639.0,7.044249577464766,266
1.0,2021-01-16 09:39:00,2021-01-17 14:20:00,6563.365008,6563.365008,41.5,92.5,charge,120,1721.0,0.0,267
1.0,2021-01-17 14:20:00,2021-01-17 15:14:00,6563.365008,6569.703125,92.5,73.7,trip,0,54.0,7.042352222222487,268
1.0,2021-01-17 19:37:00,2021-01-17 19:46:00,6569.703125,6573.8125,72.5,72.1,trip,0,9.0,27.395833333333336,269
1.0,2021-01-17 19:56:00,2021-01-17 20:05:00,6573.8125,6577.453125,71.3,70.5,trip,0,9.0,24.270833333333336,270
1.0,2021-01-17 20:07:00,2021-01-17 20:26:00,6577.453125,6589.171875,70.5,67.8,trip,0,19.0,37.006578947368425,271
1.0,2021-01-17 20:26:00,2021-01-17 20:34:00,6589.171875,6589.28125,67.8,67.4,trip,0,8.0,0.8203125,272
1.0,2021-01-17 20:34:00,2021-01-17 21:16:00,6589.28125,6663.453125,67.4,45.8,trip,0,42.0,105.95982142857143,273
1.0,2021-01-17 22:04:00,2021-01-17 22:14:00,6663.453125,6676.609375,46.2,42.7,trip,0,10.0,78.9375,274
1.0,2021-01-17 23:00:00,2021-01-17 23:12:00,6676.609375,6689.75,42.7,39.2,trip,0,12.0,65.703125,275
1.0,2021-01-17 23:12:00,2021-01-18 11:19:00,6689.75,6766.881646,39.2,38.8,trip,0,727.0,6.365747950481415,276
1.0,2021-01-18 11:19:00,2021-01-19 09:46:00,6766.881646,6766.881646,38.8,78.0,charge,120,1347.0,0.0,277
1.0,2021-01-19 09:46:00,2021-01-19 10:59:00,6766.881646,6774.59375,78.0,60.3,trip,0,73.0,6.338715616438506,278
1.0,2021-01-19 12:18:00,2021-01-19 12:26:00,6774.59375,6777.3125,60.7,60.7,trip,0,8.0,20.390625,279
1.0,2021-01-19 12:41:00,2021-01-19 12:58:00,6777.3125,6783.890625,60.0,59.2,trip,0,17.0,23.216911764705884,280
1.0,2021-01-19 13:15:00,2021-01-19 13:30:00,6783.890625,6784.484375,58.4,58.4,trip,0,15.0,2.375,281
1.0,2021-01-19 15:01:00,2021-01-19 15:04:00,6784.484375,6785.125,58.0,58.0,trip,0,3.0,12.8125,282
1.0,2021-01-19 16:27:00,2021-01-19 17:29:00,6785.125,6864.15625,58.0,29.8,trip,0,62.0,76.48185483870967,283
1.0,2021-01-19 21:03:00,2021-01-20 18:20:00,6864.15625,6864.15625,32.1,69.4,charge,120,1277.0,0.0,284
1.0,2021-01-20 18:20:00,2021-01-20 18:23:00,6864.15625,6865.796875,69.4,69.0,trip,0,3.0,32.8125,285
1.0,2021-01-20 18:23:00,2021-01-20 20:39:00,6865.796875,6950.296875,69.0,50.5,trip,0,136.0,37.279411764705884,286
1.0,2021-01-20 20:39:00,2021-01-20 21:50:00,6950.296875,7000.1875,50.5,38.0,trip,0,71.0,42.161091549295776,287
1.0,2021-01-20 21:51:00,2021-01-20 22:38:00,7000.1875,7000.1875,38.0,79.6,charge,0,47.0,0.0,288
1.0,2021-01-20 22:38:00,2021-01-20 23:16:00,7000.1875,7057.0,79.6,61.9,trip,0,38.0,89.70394736842105,289
1.0,2021-01-21 00:19:00,2021-01-21 09:39:00,7057.0,7057.0,61.9,78.8,charge,120,560.0,0.0,290
1.0,2021-01-21 09:39:00,2021-01-21 10:51:00,7057.0,7137.109375,78.8,59.2,trip,0,72.0,66.7578125,291
1.0,2021-01-21 10:51:00,2021-01-21 10:54:00,7137.109375,7138.171875,59.2,59.2,trip,0,3.0,21.25,292
1.0,2021-01-21 13:33:00,2021-01-21 13:35:00,7138.171875,7138.171875,58.4,58.4,trip,0,2.0,0.0,293
1.0,2021-01-21 13:43:00,2021-01-21 14:03:00,7138.171875,7146.4375,58.0,56.8,trip,0,20.0,24.796875,294
1.0,2021-01-21 14:03:00,2021-01-21 14:51:00,7146.4375,7146.4375,56.8,82.7,charge,DCCharging,48.0,0.0,295
1.0,2021-01-21 14:51:00,2021-01-21 15:00:00,7146.4375,7149.375,82.7,82.3,trip,0,9.0,19.583333333333336,296
1.0,2021-01-21 15:59:00,2021-01-21 16:41:00,7149.375,7170.859375,82.3,76.4,trip,0,42.0,30.69196428571429,297
1.0,2021-01-21 16:50:00,2021-01-21 17:25:00,7170.859375,7189.78125,76.0,73.3,trip,0,35.0,32.4375,298
1.0,2021-01-21 17:39:00,2021-01-21 18:19:00,7189.78125,7189.78125,72.5,79.2,charge,240,40.0,0.0,299
1.0,2021-01-21 18:20:00,2021-01-21 18:59:00,7189.78125,7189.78125,79.2,85.0,charge,240,39.0,0.0,300
1.0,2021-01-21 18:59:00,2021-01-21 19:02:00,7189.78125,7190.9375,85.0,85.0,trip,0,3.0,23.125,301
1.0,2021-01-21 22:11:00,2021-01-21 23:19:00,7190.9375,7276.265625,85.0,60.3,trip,0,68.0,75.28952205882354,302
1.0,2021-01-21 23:19:00,2021-01-22 09:49:00,7276.265625,7276.265625,60.3,78.8,charge,120,630.0,0.0,303
1.0,2021-01-22 09:49:00,2021-01-22 10:56:00,7276.265625,7361.375,78.8,60.3,trip,0,67.0,76.21735074626865,304
1.0,2021-01-22 13:14:00,2021-01-22 13:31:00,7361.375,7371.640625,60.0,58.0,trip,0,17.0,36.231617647058826,305
1.0,2021-01-22 13:31:00,2021-01-22 14:52:00,7371.640625,7384.21875,58.0,54.9,trip,0,81.0,9.31712962962963,306
1.0,2021-01-22 14:52:00,2021-01-22 15:07:00,7384.21875,7390.328125,54.9,53.7,trip,0,15.0,24.4375,307
1.0,2021-01-22 15:27:00,2021-01-22 15:30:00,7390.328125,7390.609375,52.9,52.9,trip,0,3.0,5.625,308
1.0,2021-01-22 15:34:00,2021-01-22 16:10:00,7390.609375,7413.34375,52.9,47.4,trip,0,36.0,37.890625,309
1.0,2021-01-22 16:36:00,2021-01-22 17:25:00,7413.34375,7435.921875,46.6,43.9,trip,0,49.0,27.64668367346939,310
1.0,2021-01-22 17:25:00,2021-01-22 18:00:00,7435.921875,7435.921875,43.9,49.0,charge,240,35.0,0.0,311
1.0,2021-01-22 18:00:00,2021-01-22 19:28:00,7435.921875,7437.140625,49.0,49.0,trip,0,88.0,0.8309659090909092,312
1.0,2021-01-22 19:28:00,2021-01-22 21:59:00,7437.140625,7520.953125,49.0,28.2,trip,0,151.0,33.30298013245033,313
1.0,2021-01-22 21:59:00,2021-01-23 11:03:00,7520.953125,7520.953125,28.2,50.9,charge,120,784.0,0.0,314
1.0,2021-01-23 11:03:00,2021-01-23 11:41:00,7520.953125,7551.140625,50.9,42.7,trip,0,38.0,47.66447368421053,315
1.0,2021-01-23 11:41:00,2021-01-23 17:03:00,7551.140625,7619.759321,42.7,41.5,trip,0,322.0,12.786092422360333,316
1.0,2021-01-23 17:03:00,2021-01-24 14:29:00,7619.759321,7619.759321,41.5,78.8,charge,120,1286.0,0.0,317
1.0,2021-01-24 14:29:00,2021-01-24 15:23:00,7619.759321,7631.140625,78.8,59.2,trip,0,54.0,12.645893333332827,318
1.0,2021-01-24 19:28:00,2021-01-24 20:56:00,7631.140625,7725.734375,60.0,30.5,trip,0,88.0,64.49573863636364,319
1.0,2021-01-24 21:30:00,2021-01-25 17:20:00,7725.734375,7725.734375,30.5,65.4,charge,120,1190.0,0.0,320
1.0,2021-01-25 17:20:00,2021-01-25 17:31:00,7725.734375,7727.453125,65.4,65.4,trip,0,11.0,9.375,321
1.0,2021-01-25 17:38:00,2021-01-25 17:40:00,7727.453125,7727.75,65.4,65.4,trip,0,2.0,8.90625,322
1.0,2021-01-25 17:48:00,2021-01-25 17:57:00,7727.75,7728.875,65.0,64.7,trip,0,9.0,7.5,323
1.0,2021-01-25 17:57:00,2021-01-26 11:15:00,7728.875,7728.875,64.7,96.4,charge,120,1038.0,0.0,324
1.0,2021-01-26 11:15:00,2021-01-26 12:17:00,7728.875,7813.734375,96.4,75.2,trip,0,62.0,82.1219758064516,325
1.0,2021-01-26 13:39:00,2021-01-26 14:52:00,7813.734375,7905.984375,75.2,45.4,trip,0,73.0,75.82191780821918,326
1.0,2021-01-26 14:57:00,2021-01-27 18:14:00,7905.984375,7905.984375,45.4,94.5,charge,120,1637.0,0.0,327
1.0,2021-01-27 18:14:00,2021-01-27 19:13:00,7905.984375,7990.921875,94.5,77.2,trip,0,59.0,86.3771186440678,328
1.0,2021-01-27 20:38:00,2021-01-27 20:57:00,7990.921875,7997.9375,76.0,74.5,trip,0,19.0,22.154605263157897,329
1.0,2021-01-27 21:00:00,2021-01-27 22:05:00,7997.953125,8083.625,74.5,51.3,trip,0,65.0,79.08173076923077,330
1.0,2021-01-27 22:05:00,2021-01-27 22:12:00,8083.625,8085.234375,51.3,51.3,trip,0,7.0,13.794642857142858,331
1.0,2021-01-27 22:22:00,2021-01-27 22:25:00,8085.234375,8086.484375,50.9,50.9,trip,0,3.0,25.0,332
1.0,2021-01-28 00:23:00,2021-01-28 09:24:00,8086.484375,8086.484375,50.9,66.6,charge,120,541.0,0.0,333
1.0,2021-01-28 09:24:00,2021-01-28 10:43:00,8086.484375,8165.046875,66.6,47.4,trip,0,79.0,59.66772151898734,334
1.0,2021-01-28 10:43:00,2021-01-28 10:53:00,8165.046875,8166.09375,47.4,47.4,trip,0,10.0,6.28125,335
1.0,2021-01-28 14:03:00,2021-01-28 14:21:00,8166.109375,8172.59375,47.0,45.4,trip,0,18.0,21.614583333333336,336
1.0,2021-01-28 14:22:00,2021-01-28 14:51:00,8172.59375,8172.59375,45.4,67.0,charge,0,29.0,0.0,337
1.0,2021-01-28 14:51:00,2021-01-28 15:02:00,8172.59375,8175.859375,67.0,67.0,trip,0,11.0,17.8125,338
1.0,2021-01-28 16:00:00,2021-01-28 16:03:00,8175.875,8176.671875,66.2,66.2,trip,0,3.0,15.9375,339
1.0,2021-01-28 19:54:00,2021-01-28 19:57:00,8176.671875,8176.765625,68.2,68.2,trip,0,3.0,1.875,340
1.0,2021-01-28 22:05:00,2021-01-28 22:56:00,8176.765625,8262.65625,67.8,36.0,trip,0,51.0,101.04779411764706,341
1.0,2021-01-28 23:38:00,2021-01-29 09:53:00,8262.65625,8262.65625,36.4,54.5,charge,120,615.0,0.0,342
1.0,2021-01-29 09:53:00,2021-01-29 10:31:00,8262.65625,8300.625,54.5,43.9,trip,0,38.0,59.95065789473684,343
1.0,2021-01-29 10:31:00,2021-01-29 10:32:00,8300.625,8300.625,43.9,43.9,trip,0,1.0,0.0,344
1.0,2021-01-29 10:35:00,2021-01-29 12:48:00,8300.625,8300.625,44.3,47.8,charge,120,133.0,0.0,345
1.0,2021-01-29 12:48:00,2021-01-29 15:16:00,8300.625,8379.4375,47.8,29.4,trip,0,148.0,31.951013513513512,346
1.0,2021-01-29 15:16:00,2021-01-29 15:20:00,8379.4375,8380.578125,29.4,29.4,trip,0,4.0,17.109375,347
1.0,2021-01-29 15:28:00,2021-01-29 15:47:00,8380.578125,8386.171875,29.0,28.2,trip,0,19.0,17.664473684210527,348
1.0,2021-01-29 15:48:00,2021-01-29 16:34:00,8386.171875,8386.171875,28.2,74.5,charge,0,46.0,0.0,349
1.0,2021-01-29 16:34:00,2021-01-29 17:07:00,8386.171875,8391.75,74.5,73.3,trip,0,33.0,10.142045454545453,350
1.0,2021-01-29 17:07:00,2021-01-29 17:23:00,8391.75,8397.921875,73.3,72.9,trip,0,16.0,23.14453125,351
1.0,2021-01-29 17:24:00,2021-01-29 18:04:00,8397.921875,8397.921875,72.9,78.8,charge,240,40.0,0.0,352
1.0,2021-01-29 18:04:00,2021-01-29 18:07:00,8397.921875,8399.125,78.8,78.8,trip,0,3.0,24.0625,353
1.0,2021-01-29 19:44:00,2021-01-29 20:49:00,8399.125,8484.921875,76.0,52.1,trip,0,65.0,79.19711538461539,354
1.0,2021-01-29 21:19:00,2021-01-31 12:52:00,8484.921875,8484.921875,52.1,100.0,charge,120,2373.0,0.0,355
1.0,2021-01-31 12:52:00,2021-01-31 13:41:00,8484.921875,8568.421875,100.0,78.8,trip,0,49.0,102.24489795918367,356
1.0,2021-01-31 13:43:00,2021-01-31 13:49:00,8568.421875,8570.1875,78.8,78.4,trip,0,6.0,17.65625,357
1.0,2021-01-31 13:49:00,2021-01-31 15:18:00,8570.1875,8577.0,78.4,76.4,trip,0,89.0,4.592696629213483,358
1.0,2021-01-31 15:18:00,2021-01-31 15:23:00,8577.0,8578.4375,76.4,76.4,trip,0,5.0,17.25,359
1.0,2021-01-31 19:35:00,2021-01-31 20:32:00,8578.4375,8657.546875,76.0,52.9,trip,0,57.0,83.27302631578948,360
1.0,2021-01-31 21:37:00,2021-02-01 19:23:00,8657.546875,8657.546875,52.9,78.0,charge,120,1306.0,0.0,361
1.0,2021-02-01 19:23:00,2021-02-01 19:34:00,8657.546875,8660.953125,78.0,78.0,trip,0,11.0,18.579545454545457,362
1.0,2021-02-01 20:21:00,2021-02-01 20:24:00,8660.953125,8661.140625,77.6,77.6,trip,0,3.0,3.75,363
1.0,2021-02-01 20:34:00,2021-02-01 20:41:00,8661.140625,8664.078125,77.6,77.2,trip,0,7.0,25.178571428571427,364
1.0,2021-02-01 20:41:00,2021-02-01 21:51:00,8664.078125,8665.969882,77.2,76.8,trip,0,70.0,1.6215059999994992,365
1.0,2021-02-01 21:51:00,2021-02-02 17:09:00,8665.969882,8665.969882,76.8,100.0,charge,120,1158.0,0.0,366
1.0,2021-02-02 17:09:00,2021-02-02 17:13:00,8665.969882,8666.078125,100.0,99.6,trip,0,4.0,1.6236450000087643,367
1.0,2021-02-02 17:29:00,2021-02-02 17:36:00,8666.078125,8668.390625,99.6,99.6,trip,0,7.0,19.82142857142857,368
1.0,2021-02-02 17:46:00,2021-02-02 17:49:00,8668.390625,8669.59375,99.2,99.2,trip,0,3.0,24.0625,369
1.0,2021-02-02 17:49:00,2021-02-03 21:46:00,8669.59375,8759.53125,99.2,77.2,trip,0,1677.0,3.217799642218247,370
1.0,2021-02-03 21:46:00,2021-02-03 21:51:00,8759.53125,8761.359375,77.2,77.2,trip,0,5.0,21.9375,371
1.0,2021-02-03 22:39:00,2021-02-03 23:40:00,8761.359375,8819.265625,76.4,61.9,trip,0,61.0,56.95696721311476,372
1.0,2021-02-03 23:47:00,2021-02-03 23:50:00,8819.265625,8820.390625,61.1,61.1,trip,0,3.0,22.5,373
1.0,2021-02-03 23:54:00,2021-02-04 00:19:00,8820.390625,8853.3125,61.1,50.9,trip,0,25.0,79.0125,374
1.0,2021-02-04 01:22:00,2021-02-04 09:52:00,8853.3125,8853.3125,50.9,65.4,charge,120,510.0,0.0,375
1.0,2021-02-04 09:52:00,2021-02-04 10:54:00,8853.3125,8932.078125,65.4,49.0,trip,0,62.0,76.22479838709677,376
1.0,2021-02-04 10:54:00,2021-02-04 13:26:00,8932.078125,8932.109375,49.0,48.2,trip,0,152.0,0.012335526315789474,377
1.0,2021-02-04 13:26:00,2021-02-04 14:22:00,8932.109375,9011.171875,48.2,25.0,trip,0,56.0,84.70982142857143,378
1.0,2021-02-04 14:36:00,2021-02-04 14:41:00,9011.1875,9014.0,25.0,23.5,trip,0,5.0,33.75,379
1.0,2021-02-04 14:42:00,2021-02-04 22:47:00,9014.0,9014.0,23.5,74.5,charge,0,485.0,0.0,380
1.0,2021-02-04 22:47:00,2021-02-04 22:53:00,9014.0,9016.859375,74.5,74.5,trip,0,6.0,28.59375,381
1.0,2021-02-04 22:55:00,2021-02-04 22:55:00,9016.859375,9016.875,74.5,74.5,trip,0,0.0,0.0,382
1.0,2021-02-04 23:25:00,2021-02-04 23:33:00,9016.875,9022.390625,74.5,72.9,trip,0,8.0,41.3671875,383
1.0,2021-02-04 23:33:00,2021-02-04 23:52:00,9022.390625,9022.390625,72.9,75.2,charge,240,19.0,0.0,384
1.0,2021-02-04 23:52:00,2021-02-04 23:57:00,9022.390625,9025.5,75.2,73.7,trip,0,5.0,37.3125,385
1.0,2021-02-05 01:25:00,2021-02-05 01:34:00,9025.5,9033.484375,74.9,74.1,trip,0,9.0,53.22916666666667,386
1.0,2021-02-05 18:00:00,2021-02-05 18:00:00,9033.484375,9033.546875,73.7,73.7,trip,0,0.0,0.0,387
1.0,2021-02-05 18:10:00,2021-02-05 19:13:00,9033.546875,9119.140625,73.7,55.6,trip,0,63.0,81.51785714285714,388
1.0,2021-02-05 19:13:00,2021-02-05 19:24:00,9119.140625,9119.15625,55.6,56.4,charge,240,11.0,0.08522727272727273,389
